@relation InstanceResultListener

@attribute Key_Dataset {Dataset_IMPL_1}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.LinearRegression,weka.classifiers.functions.SMOreg}
@attribute Key_Scheme_options {'-S 0 -R 1.0E-8 -num-decimal-places 8','-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"'}
@attribute Key_Scheme_version_ID {-3364580862046573747,-7149606251113102827}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute Number_unclassified numeric
@attribute Percent_unclassified numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureKernelEvaluations numeric
@attribute measureCacheHits numeric

@data
Dataset_IMPL_1,1,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.152344,0.152344,49.600291,49.600291,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,2,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.1,0.114085,100,112.758051,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,2,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.01449,0.015027,11.080929,9.128351,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,2,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.089537,0.110207,56.779255,50.637432,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,2,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.132049,0.134377,43.459123,43.638489,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,2,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.154844,0.205533,98.193598,124.242152,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,2,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.346683,0.346683,151.673703,151.673703,0,0,0,?,?,?,?,?,?,0,0.001,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,2,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.01158,0.01158,12.471003,12.471003,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,2,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.152344,0.152344,49.600291,49.600291,0,0,0,?,?,?,?,?,?,0.001,0,0.015625,0,15.625,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,2,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.050698,0.050698,354.883721,354.883721,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,2,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.056977,0.056977,61.359571,61.359571,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,3,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.034162,0.038583,68.324607,58.906862,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,3,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.20896,0.250499,84.889812,101.76509,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,3,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.212734,0.224674,98.769531,94.612601,1,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,3,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.065685,0.089578,34.853113,37.18956,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,3,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.082349,0.111765,112.688442,126.22431,-1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,3,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.152344,0.152344,49.600291,49.600291,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,3,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.008187,0.008187,3.581871,3.581871,0,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,3,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.056977,0.056977,61.359571,61.359571,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,3,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.031771,0.031771,15.885417,15.885417,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,3,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.056977,0.056977,61.359571,61.359571,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,4,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.316763,0.318014,211.175337,190.594209,-1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,4,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.018844,0.018844,122.487437,122.487437,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,4,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.028076,0.035915,21.46966,21.816615,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,4,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.116147,0.12417,53.925536,52.289458,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,4,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.040318,0.049272,26.878613,29.530242,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,4,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.031771,0.031771,15.885417,15.885417,0,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,4,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.127193,0.127193,37.887271,37.887271,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,4,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.152344,0.152344,49.600291,49.600291,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,4,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.056977,0.056977,61.359571,61.359571,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,4,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.158372,0.158372,130.424077,130.424077,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,5,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.049433,0.050684,31.348027,30.637901,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,5,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.082366,0.10917,38.24139,45.972836,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,5,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.092081,0.104781,30.305287,34.027151,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,5,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.316763,0.318014,211.175337,190.594209,-1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,5,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.059707,0.060001,39.804469,35.960212,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,5,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.017422,0.017422,121.951219,121.951219,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,5,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.050698,0.050698,354.883721,354.883721,0,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,5,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.152344,0.152344,49.600291,49.600291,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,5,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.017422,0.017422,121.951219,121.951219,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,5,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.158372,0.158372,130.424077,130.424077,0,0,0,?,?,?,?,?,?,0,0,0.015625,0,15.625,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,6,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.031479,0.040158,31.479058,40.157977,0,0,0,?,?,?,?,?,?,0.003,0.001,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,6,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.089537,0.110207,56.779255,50.637432,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,6,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.186458,0.248017,93.229167,123.643386,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,6,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.116147,0.12417,53.925536,52.289458,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,6,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.149527,0.150199,60.745268,56.53151,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,6,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.017422,0.017422,121.951219,121.951219,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,6,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.290815,0.290815,313.185391,313.185391,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,6,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.068564,0.068564,29.996766,29.996766,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,6,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.050698,0.050698,354.883721,354.883721,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,6,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.008187,0.008187,3.581871,3.581871,0,0,0,?,?,?,?,?,?,0,0,0.015625,0,15.625,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,7,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.113224,0.123773,154.938353,139.785061,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,7,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.088328,0.095488,44.164038,39.960179,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,7,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.082366,0.10917,38.24139,45.972836,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,7,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.20896,0.250499,84.889812,101.76509,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,7,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.116147,0.12417,53.925536,52.289458,1,0,0,?,?,?,?,?,?,0.003,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,7,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.290815,0.290815,313.185391,313.185391,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,7,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.017422,0.017422,121.951219,121.951219,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,7,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.017422,0.017422,121.951219,121.951219,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,7,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.031771,0.031771,15.885417,15.885417,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,7,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.008187,0.008187,3.581871,3.581871,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,8,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.20896,0.250499,84.889812,101.76509,0,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,8,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.116147,0.12417,53.925536,52.289458,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,8,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.154804,0.155172,51.601424,51.656113,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,8,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.013672,0.014024,27.34375,21.412178,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,8,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.037394,0.038912,37.393768,27.515235,1,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4318,1459,964,?,?,?,?,?
Dataset_IMPL_1,8,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.056977,0.056977,61.359571,61.359571,0,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,8,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.008187,0.008187,3.581871,3.581871,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,8,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.290815,0.290815,313.185391,313.185391,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,8,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.158372,0.158372,130.424077,130.424077,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,8,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,14,1,0.017422,0.017422,121.951219,121.951219,0,0,0,?,?,?,?,?,?,0.003,0,0,0,0,0,4318,1504,919,?,?,?,?,?
Dataset_IMPL_1,9,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 8',-3364580862046573747,20170605.0509,13,2,0.092493,0.108098,58.654045,49.668534,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,4318,1459,964,?,?,?,?,?
